,web_browser,operating_sys,from_URL,to_URL,city,time_zone,longitude,latitude,time_in,time_out
2610,Mozilla/5.0,Windows,direct,www.nysdot.gov,Acworth,America/New_York,34.1036,-84.637398,2011-10-25 17:25:56,2012-03-16 19:21:38
2611,Mozilla/5.0,iPhone,direct,www.nasa.gov,Athens,America/New_York,39.303101,-82.082802,2009-12-08 23:52:35,2012-03-16 19:21:39
2612,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Orlando,America/New_York,28.5037,-81.330597,2011-10-25 17:25:56,2012-03-16 19:21:38
2613,Mozilla/5.0,iPad,twitter.com,www.whitehouse.gov,Fayetteville,America/New_York,33.375801,-84.465698,2012-03-15 19:47:36,2012-03-16 19:21:38
2614,Mozilla/5.0,Windows,direct,www.nysdot.gov,Cherry Hill,America/New_York,39.889801,-74.974098,2011-10-25 17:25:56,2012-03-16 19:21:41
2615,Mozilla/4.0,Windows,direct,www.ncbi.nlm.nih.gov,Los Angeles,America/Los_Angeles,34.048599,-118.442398,2012-03-15 18:26:51,2012-03-16 19:21:43
2616,Mozilla/5.0,Macintosh,www.facebook.com,www.nlrb.gov,Brooklyn,America/New_York,40.728001,-73.945297,2012-03-09 18:10:20,2012-03-16 19:21:44
2618,Mozilla/5.0,iPad,twitter.com,www.fws.gov,Linwood,America/New_York,39.344501,-74.569901,2012-03-16 18:55:51,2012-03-16 19:21:46
2619,Mozilla/4.0,Windows,direct,www.gao.gov,Los Angeles,America/Los_Angeles,34.041599,-118.298798,2012-03-16 18:29:30,2012-03-16 19:21:48
2620,Mozilla/5.0,Windows,direct,www.nysdot.gov,Beatrice,America/Chicago,40.255299,-96.7089,2011-10-25 17:25:56,2012-03-16 19:21:50
2621,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Jefferson,America/New_York,44.222,-69.508797,2012-03-16 18:34:14,2012-03-16 19:21:51
2622,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Plainfield,America/New_York,40.606602,-74.443703,2011-10-25 17:25:56,2012-03-16 19:21:53
2623,Mozilla/5.0,iPod,twitter.com,www.nasa.gov,Kalyan,Asia/Calcutta,19.25,73.150002,2012-03-16 14:30:47,2012-03-16 19:21:52
2624,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Woburn,America/New_York,42.4897,-71.1595,2010-05-12 13:55:06,2012-03-16 19:21:53
2625,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Woburn,America/New_York,42.4897,-71.1595,2010-05-12 13:53:31,2012-03-16 19:21:53
2626,Mozilla/5.0,Windows,direct,www.nysdot.gov,Orlando,America/New_York,28.4806,-81.2584,2011-10-25 17:25:56,2012-03-16 19:21:54
2627,Mozilla/5.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 19:21:56
2628,Mozilla/5.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 19:21:56
2630,Mozilla/5.0,Windows,roosterteeth.com,www.irs.gov,Raleigh,America/New_York,35.934101,-78.716599,2012-03-14 16:24:17,2012-03-16 19:21:56
2631,Mozilla/5.0,iPhone,direct,www.kingcounty.gov,Seattle,America/Los_Angeles,47.5951,-122.332603,2012-03-02 23:34:57,2012-03-16 19:21:59
2632,Mozilla/5.0,Macintosh,www.reddit.com,www.cbo.gov,Athens,America/New_York,33.965,-83.389198,2012-03-13 18:56:32,2012-03-16 19:21:59
2633,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Tustin,America/Los_Angeles,33.740101,-117.819603,2012-03-16 18:34:14,2012-03-16 19:21:58
2634,Mozilla/5.0,Windows,t.co,www.defense.gov,New York,America/New_York,40.761902,-73.976303,2012-03-15 18:39:55,2012-03-16 19:21:58
2637,Mozilla/5.0,Windows,t.co,www.nasa.gov,Moscow,Europe/Moscow,55.752201,37.615601,2012-03-16 14:30:47,2012-03-16 19:22:00
2639,Mozilla/5.0,Windows,direct,www.mcc.gov,Washington,America/New_York,38.8979,-77.041702,2012-03-16 19:03:21,2012-03-16 19:22:01
2640,Mozilla/5.0,Windows,direct,www.nysdot.gov,Bellevue,America/Los_Angeles,47.615398,-122.210297,2011-10-25 17:25:56,2012-03-16 19:22:03
2641,Mozilla/5.0,Windows,direct,www.whitehouse.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 00:08:47,2012-03-16 19:22:07
2642,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Chicago,America/Chicago,41.946301,-87.812698,2011-10-25 17:25:56,2012-03-16 19:22:08
2645,Mozilla/5.0,Windows,direct,www.nysdot.gov,Los Angeles,America/Los_Angeles,34.048599,-118.442398,2011-10-25 17:25:56,2012-03-16 19:22:15
2646,Mozilla/5.0,Windows,direct,www.nasa.gov,Frankfurt Am Main,Europe/Berlin,50.116699,8.6833,2012-03-16 18:34:14,2012-03-16 19:22:15
2647,Mozilla/4.0,Windows,t.co,dnr.wi.gov,Madison,America/Chicago,43.069599,-89.423897,2012-03-14 20:59:04,2012-03-16 19:22:17
2648,Mozilla/5.0,Windows,direct,www.cancer.gov,Parkville,America/New_York,39.391899,-76.528801,2011-08-01 16:16:19,2012-03-16 19:22:17
2650,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Chicago,America/Chicago,41.946301,-87.812698,2011-10-25 17:25:56,2012-03-16 19:22:20
2651,Socialite/7766,CFNetwork/454.12.4,direct,www.nasa.gov,Tauranga,Pacific/Auckland,-37.6861,176.166702,2012-03-15 18:08:35,2012-03-16 19:22:22
2652,Mozilla/5.0,Linux,direct,www.whitehouse.gov,Richmond,America/New_York,37.5023,-77.569298,2012-03-16 15:26:24,2012-03-16 19:22:24
2653,Mozilla/5.0,Windows,direct,www.nysdot.gov,Cary,America/New_York,35.789501,-78.874298,2011-10-25 17:25:56,2012-03-16 19:22:23
2654,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Wakefield,America/New_York,41.427898,-71.5364,2012-03-16 18:34:14,2012-03-16 19:22:25
2655,Mozilla/5.0,Windows,projects.propublica.org,codes.ohio.gov,Waterville,America/New_York,41.499298,-83.760399,2011-04-11 05:52:43,2012-03-16 19:22:26
2656,Mozilla/5.0,iPad,direct,www.nysdot.gov,Bell,America/Los_Angeles,33.976101,-118.153503,2011-10-25 17:25:56,2012-03-16 19:22:27
2657,Mozilla/5.0,iPod,direct,www.fda.gov,Cuyahoga Falls,America/New_York,41.1684,-81.531197,2012-03-16 16:45:02,2012-03-16 19:22:28
2658,Mozilla/5.0,Windows,direct,www.nysdot.gov,Webster,America/New_York,43.218601,-77.449402,2011-10-25 17:25:56,2012-03-16 19:22:29
2660,Mozilla/5.0,iPad,direct,www.whitehouse.gov,New York,America/New_York,40.761902,-73.976303,2012-03-16 15:26:24,2012-03-16 19:22:30
2661,Socialite/7766,CFNetwork/454.12.4,direct,www.nasa.gov,Tauranga,Pacific/Auckland,-37.6861,176.166702,2012-03-13 20:33:30,2012-03-16 19:22:33
2662,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Las Vegas,America/Los_Angeles,36.0625,-115.319199,2012-03-16 18:34:14,2012-03-16 19:22:35
2663,Mozilla/4.0,Windows,www.srh.noaa.gov,www.srh.noaa.gov,Huntsville,America/Chicago,34.668499,-86.557602,2012-03-16 09:03:06,2012-03-16 19:22:36
2665,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Caputh,Europe/Berlin,52.349998,13.0,2012-03-16 18:34:14,2012-03-16 19:22:37
2667,Mozilla/5.0,Macintosh,www.politico.com,cbo.gov,New York,America/New_York,40.800598,-73.965302,2012-03-15 14:52:27,2012-03-16 19:22:38
2668,Mozilla/5.0,Windows,direct,www.nysdot.gov,Alexandria,America/New_York,38.790901,-77.094704,2011-10-25 17:25:56,2012-03-16 19:22:39
2669,Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:22:39
2670,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Chicago,America/Chicago,41.946301,-87.812698,2011-10-25 17:25:56,2012-03-16 19:22:42
2671,Mozilla/4.0,Windows,www.lifescript.com,www.samhsa.gov,Chadron,America/Chicago,42.827702,-103.139198,2012-02-16 15:33:33,2012-03-16 19:22:43
2675,Mozilla/5.0,Macintosh,www.facebook.com,www.consumerfinance.gov,Jacksonville Beach,America/New_York,30.2801,-81.404999,2012-02-22 20:59:02,2012-03-16 19:22:48
2676,Mozilla/5.0,Windows,direct,www.nysdot.gov,Acworth,America/New_York,34.1036,-84.637398,2011-10-25 17:25:56,2012-03-16 19:22:53
2677,Mozilla/4.0,Windows,www.srh.noaa.gov,www.srh.noaa.gov,Huntsville,America/Chicago,34.668499,-86.557602,2012-03-16 09:04:12,2012-03-16 19:22:52
2679,Mozilla/5.0,Windows,t.co,earthobservatory.nasa.gov,SPaulo,America/Sao_Paulo,-23.5333,-46.616699,2012-03-13 22:09:51,2012-03-16 19:22:55
2680,Mozilla/5.0,iPad,direct,www.whitehouse.gov,Armagh,Europe/London,54.349998,-6.6667,2012-03-16 15:26:24,2012-03-16 19:22:56
2681,Mozilla/5.0,Macintosh,plus.url.google.com,www.spc.noaa.gov,Parsons,America/Chicago,37.332298,-95.2612,2012-03-15 01:10:52,2012-03-16 19:22:58
2683,Mozilla/4.0,Windows,direct,citizencorps.gov,Albuquerque,America/Denver,35.0443,-106.672897,2012-03-13 19:04:03,2012-03-16 19:23:00
2686,Mozilla/5.0,Windows,direct,www.nysdot.gov,Cherry Hill,America/New_York,39.889801,-74.974098,2011-10-25 17:25:56,2012-03-16 19:23:05
2687,Mozilla/5.0,Windows,www.sfenvironment.org,www.energystar.gov,San Francisco,America/Los_Angeles,37.7645,-122.429398,2011-08-02 15:24:29,2012-03-16 19:23:06
2688,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Washington,America/New_York,38.908501,-77.0177,2011-10-25 17:25:56,2012-03-16 19:23:06
2689,Mozilla/4.0,Windows,www.srh.noaa.gov,www.srh.noaa.gov,Huntsville,America/Chicago,34.668499,-86.557602,2012-03-16 09:04:12,2012-03-16 19:23:08
2690,Mozilla/5.0,Windows,direct,www.nysdot.gov,Acworth,America/New_York,34.1036,-84.637398,2011-10-25 17:25:56,2012-03-16 19:23:08
2691,Mozilla/5.0,Windows,www.lifescript.com,www.samhsa.gov,Broken Arrow,America/Chicago,36.0215,-95.726402,2012-02-16 15:33:33,2012-03-16 19:23:09
2693,Mozilla/4.0,Windows,www.barackobama.com,www.whitehouse.gov,Santa Rosa,America/Los_Angeles,38.458199,-122.593697,2012-03-15 12:23:59,2012-03-16 19:23:10
2694,Mozilla/5.0,iPad,direct,www.nysdot.gov,Bell,America/Los_Angeles,33.976101,-118.153503,2011-10-25 17:25:56,2012-03-16 19:23:11
2695,Mozilla/5.0,Windows,t.co,www.nasa.gov,SPaulo,America/Sao_Paulo,-23.5333,-46.616699,2012-03-16 12:53:15,2012-03-16 19:23:10
2696,Mozilla/5.0,iPad,direct,go.usa.gov,Dayton,America/New_York,39.735699,-84.064301,2012-03-16 17:02:54,2012-03-16 19:23:16
2697,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 19:23:18
2698,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 19:23:18
2699,Mozilla/5.0,Windows,t.co,www.whitehouse.gov,Hyattsville,America/New_York,38.9599,-76.926903,2012-03-16 15:26:24,2012-03-16 19:23:18
2702,Mozilla/5.0,Ubuntu,seekingalpha.com,www.federalreserve.gov,Burlington,America/New_York,36.091801,-79.450302,2012-03-16 19:02:03,2012-03-16 19:23:23
2703,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Frisco,America/Chicago,33.149899,-96.855499,2011-10-25 17:25:56,2012-03-16 19:23:25
2704,Mozilla/5.0,Windows,direct,www.nysdot.gov,Potomac,America/New_York,39.027401,-77.236504,2011-10-25 17:25:56,2012-03-16 19:23:25
2705,Mozilla/5.0,Windows,direct,www.mass.gov,Concord,America/New_York,42.458599,-71.359703,2011-11-22 17:42:35,2012-03-16 19:23:25
2707,Mozilla/5.0,Windows,direct,www.nysdot.gov,Allentown,America/New_York,40.567799,-75.482803,2011-10-25 17:25:56,2012-03-16 19:23:30
2708,Mozilla/4.0,Windows,t.co,dnr.wi.gov,Madison,America/Chicago,43.069599,-89.423897,2012-03-14 20:59:04,2012-03-16 19:23:31
2709,Mozilla/4.0,Windows,www.rurdev.usda.gov,www.grants.gov,Fort Collins,America/Denver,40.523998,-105.139603,2012-03-08 14:55:39,2012-03-16 19:23:31
2710,Mozilla/5.0,Windows,direct,www.nysdot.gov,San Jose,America/Los_Angeles,37.2183,-121.753899,2011-10-25 17:25:56,2012-03-16 19:23:31
2711,Mozilla/4.0,Windows,t.co,dnr.wi.gov,Madison,America/Chicago,43.069599,-89.423897,2012-03-14 20:59:04,2012-03-16 19:23:33
2712,Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,Brownsville,America/Chicago,25.976,-97.542,2012-03-16 18:34:14,2012-03-16 19:23:33
2713,Mozilla/5.0,Windows,direct,www.nysdot.gov,Acworth,America/New_York,34.1036,-84.637398,2011-10-25 17:25:56,2012-03-16 19:23:32
2714,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Frisco,America/Chicago,33.149899,-96.855499,2011-10-25 17:25:56,2012-03-16 19:23:34
2715,Mozilla/5.0,Windows,t.co,www.whitehouse.gov,Sanford,America/New_York,28.752399,-81.247398,2012-03-16 15:26:24,2012-03-16 19:23:37
2716,Mozilla/5.0,Windows,direct,www.colorado.gov,Littleton,America/Denver,39.559299,-105.0056,2012-03-16 19:15:17,2012-03-16 19:23:39
2718,Mozilla/5.0,iPhone,direct,www.in.gov,Aurora,America/Chicago,41.763,-88.311401,2012-03-16 19:20:10,2012-03-16 19:23:40
2719,Mozilla/5.0,Windows,www.facebook.com,apps.mhf.dod.mil,Sarasota,America/New_York,27.310101,-82.5214,2012-03-16 15:22:27,2012-03-16 19:23:42
2720,Mozilla/5.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 19:23:44
2721,Mozilla/5.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 19:23:44
2722,Mozilla/5.0,Windows,t.co,www.navy.mil,Colorado Springs,America/Denver,38.9142,-104.774902,2012-03-16 16:09:24,2012-03-16 19:23:45
2723,Mozilla/5.0,Windows,www.airwarriors.com,www.navair.navy.mil,Lafayette,America/Chicago,30.1605,-92.033203,2012-03-16 18:16:47,2012-03-16 19:23:45
2724,Mozilla/5.0,Macintosh,www.facebook.com,www.choosemyplate.gov,West Lafayette,America/Indianapolis,40.4249,-86.916199,2012-03-16 19:05:54,2012-03-16 19:23:48
2728,Mozilla/5.0,Windows,www.huffingtonpost.com,www.cia.gov,Creedmoor,America/New_York,36.105202,-78.686798,2009-05-10 14:07:55,2012-03-16 19:23:49
2729,Mozilla/4.0,Windows,direct,www.fda.gov,Paramus,America/New_York,40.9445,-74.07,2011-03-28 07:47:59,2012-03-16 19:23:49
2730,Mozilla/5.0,Windows,t.co,www.jpl.nasa.gov,Uxbridge,Europe/London,51.549999,-0.4833,2012-03-07 18:56:08,2012-03-16 19:23:50
2731,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Orlando,America/New_York,28.5037,-81.330597,2011-10-25 17:25:56,2012-03-16 19:23:51
2732,Mozilla/4.0,Windows,direct,portal.hud.gov,Ramsey,America/New_York,41.058998,-74.145401,2012-02-08 14:21:19,2012-03-16 19:23:50
2733,Mozilla/4.0,Windows,direct,www.whitehouse.gov,Washington,America/New_York,38.909698,-77.023102,2012-01-31 13:35:02,2012-03-16 19:23:52
2734,Mozilla/4.0,Windows,www.facebook.com,www.nasa.gov,Kota Kinabalu,Asia/Kuching,5.9833,116.066704,2012-03-16 18:34:14,2012-03-16 19:23:53
2735,Mozilla/5.0,Windows,t.co,www.maine.gov,Portland,America/New_York,43.672401,-70.284897,2012-03-16 19:08:20,2012-03-16 19:23:58
2736,Mozilla/4.0,Windows,direct,boxer.senate.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 17:45:41,2012-03-16 19:23:59
2738,Mozilla/4.0,Windows,direct,www.whitehouse.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 00:08:47,2012-03-16 19:24:01
2739,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Curitiba,America/Sao_Paulo,-25.4167,-49.25,2012-03-16 18:34:14,2012-03-16 19:24:01
2741,Mozilla/5.0,Windows,www.facebook.com,www.army.mil,Casper,America/Denver,42.826,-106.352303,2012-03-16 15:28:54,2012-03-16 19:24:02
2742,Mozilla/5.0,Windows,t.co,www.nasa.gov,Washington,America/New_York,38.921299,-77.038597,2012-03-14 16:04:38,2012-03-16 19:24:06
2743,Mozilla/5.0,Windows,direct,www.nysdot.gov,Saint Louis,America/Chicago,38.6385,-90.302597,2011-10-25 17:25:56,2012-03-16 19:24:10
2744,Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:24:11
2745,Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:24:12
2746,Mozilla/4.0,Windows,www2.carilion.com,www.dol.gov,Roanoke,America/New_York,37.274399,-79.957603,2012-03-12 19:24:13,2012-03-16 19:24:14
2747,Mozilla/5.0,Windows,direct,www.nysdot.gov,Philadelphia,America/New_York,39.996799,-75.148499,2011-10-25 17:25:56,2012-03-16 19:24:15
2748,Mozilla/5.0,Windows,t.co,blogs.usda.gov,Davis,America/Los_Angeles,38.482899,-121.639801,2012-03-16 19:06:01,2012-03-16 19:24:20
2749,Mozilla/5.0,Macintosh,direct,www.nsf.gov,Ithaca,America/New_York,42.448502,-76.4804,2012-03-16 19:14:40,2012-03-16 19:24:19
2750,Mozilla/4.0,Windows,www.aashtojournal.org,hdl.loc.gov,Charlottesville,America/New_York,37.987598,-78.608597,2012-03-09 17:05:29,2012-03-16 19:24:20
2751,Mozilla/4.0,Windows,uftlv.com,www.whitehouse.gov,Las Vegas,America/Los_Angeles,36.009701,-115.147903,2012-03-05 12:36:09,2012-03-16 19:24:21
2752,Mozilla/5.0,Windows,direct,www.federalreserve.gov,Bellevue,America/Los_Angeles,47.615398,-122.210297,2012-03-12 21:03:12,2012-03-16 19:24:22
2753,Mozilla/4.0,Windows,www.linkedin.com,www.whitehouse.gov,Fresno,America/Los_Angeles,36.769501,-119.795097,2012-03-16 15:26:24,2012-03-16 19:24:25
2754,Mozilla/5.0,Windows,t.co,www.nasa.gov,Langhorne,America/New_York,40.180401,-74.892998,2012-03-16 18:12:44,2012-03-16 19:24:26
2756,Mozilla/5.0,iPhone,direct,www.usa.gov,Ripoll,Europe/Madrid,42.200001,2.2,2012-02-28 19:49:37,2012-03-16 19:24:29
2758,Mozilla/5.0,Windows,direct,www.nysdot.gov,Alexandria,America/New_York,38.790901,-77.094704,2011-10-25 17:25:56,2012-03-16 19:24:30
2759,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Barcelona,Europe/Madrid,41.383301,2.1833,2012-03-16 18:34:14,2012-03-16 19:24:32
2760,Mozilla/4.0,Windows,www.facebook.com,www.benning.army.mil,Chicago,America/Chicago,41.8675,-87.6744,2010-12-02 07:43:17,2012-03-16 19:24:33
2762,Mozilla/5.0,Windows,direct,www.nysdot.gov,Louisville,America/New_York,38.2085,-85.691803,2011-10-25 17:25:56,2012-03-16 19:24:35
2763,Mozilla/5.0,Windows,www.facebook.com,www.army.mil,Merrimac,America/New_York,42.837399,-71.0121,2012-03-16 15:28:54,2012-03-16 19:24:36
2764,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:24:37
2766,Mozilla/5.0,Windows,direct,www.nysdot.gov,Cherry Hill,America/New_York,39.889801,-74.974098,2011-10-25 17:25:56,2012-03-16 19:24:38
2767,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Szsfeh,Europe/Budapest,47.200001,18.4167,2012-03-16 18:34:14,2012-03-16 19:24:38
2768,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Westborough,America/New_York,42.2658,-71.610497,2010-05-12 13:53:31,2012-03-16 19:24:40
2769,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Westborough,America/New_York,42.2658,-71.610497,2010-05-12 13:55:06,2012-03-16 19:24:40
2770,Mozilla/5.0,Windows,direct,www.nasa.gov,Thornhill,America/Rainy_River,43.799999,-79.416702,2012-03-16 18:34:14,2012-03-16 19:24:40
2771,Mozilla/5.0,Macintosh,www.huffingtonpost.com,www.cia.gov,Amarillo,America/Chicago,35.196701,-101.846603,2009-05-10 14:07:55,2012-03-16 19:24:42
2772,Mozilla/5.0,Windows,www.rif.org,ies.ed.gov,Arlington,America/New_York,38.878201,-77.1054,2012-03-13 15:23:22,2012-03-16 19:24:45
2773,Mozilla/5.0,iPhone,twitter.com,www.fda.gov,Post Falls,America/Denver,47.7892,-117.026604,2012-03-16 16:45:02,2012-03-16 19:24:44
2776,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:24:46
2778,Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:24:50
2779,Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:24:51
2780,Mozilla/5.0,Windows,direct,www.nysdot.gov,Everett,America/New_York,42.406399,-71.051201,2011-10-25 17:25:56,2012-03-16 19:24:54
2781,Mozilla/5.0,iPhone,direct,www.fda.gov,Red Deer,America/Edmonton,52.266701,-113.800003,2012-03-16 16:45:02,2012-03-16 19:24:53
2784,Mozilla/4.0,Windows,direct,www.whitehouse.gov,Houston,America/Chicago,29.775499,-95.415199,2012-03-16 00:08:47,2012-03-16 19:24:58
2785,Mozilla/5.0,Windows,direct,www.nysdot.gov,Raleigh,America/New_York,35.8713,-78.539398,2011-10-25 17:25:56,2012-03-16 19:24:59
2790,Mozilla/4.0,Windows,t.co,www.whitehouse.gov,Washington,America/New_York,38.909698,-77.023102,2012-01-31 13:35:02,2012-03-16 19:25:04
2791,Mozilla/5.0,iPad,twitter.com,harkin.senate.gov,Davenport,America/Chicago,41.540901,-90.5961,2012-03-16 19:12:19,2012-03-16 19:25:06
2792,Mozilla/5.0,iPad,direct,harkin.senate.gov,Davenport,America/Chicago,41.540901,-90.5961,2012-03-16 19:12:19,2012-03-16 19:25:07
2793,Mozilla/5.0,iPad,twitter.com,brown.senate.gov,Albuquerque,America/Denver,35.099499,-106.517799,2012-03-16 18:48:05,2012-03-16 19:25:08
2794,Mozilla/4.0,Windows,t.co,boxer.senate.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 17:45:41,2012-03-16 19:25:07
2795,Mozilla/5.0,Windows,www.commercialappeal.com,www.whitehouse.gov,Sacramento,America/Los_Angeles,38.5765,-121.444504,2011-11-07 16:21:22,2012-03-16 19:25:08
2796,Mozilla/5.0,iPad,direct,brown.senate.gov,Albuquerque,America/Denver,35.099499,-106.517799,2012-03-16 18:48:05,2012-03-16 19:25:08
2797,Mozilla/5.0,Windows,direct,www.nysdot.gov,Everett,America/New_York,42.406399,-71.051201,2011-10-25 17:25:56,2012-03-16 19:25:09
2798,Mozilla/4.0,Windows,www.sfgate.com,fhfa.gov,Temecula,America/Los_Angeles,33.5158,-117.124496,2011-10-25 00:24:06,2012-03-16 19:25:11
2799,Mozilla/5.0,Windows,direct,www.nysdot.gov,Erie,America/New_York,42.110199,-80.068199,2011-10-25 17:25:56,2012-03-16 19:25:15
2801,Mozilla/5.0,Windows,t.co,www.whitehouse.gov,Rayne,America/Chicago,30.216101,-92.267502,2012-03-16 15:26:24,2012-03-16 19:25:16
2802,Mozilla/5.0,Macintosh,direct,www.whitehouse.gov,Alexandria,America/New_York,38.757,-77.148697,2012-01-31 13:35:02,2012-03-16 19:25:17
2803,Mozilla/4.0,Windows,t.co,boxer.senate.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 17:45:41,2012-03-16 19:25:20
2804,Mozilla/5.0,iPad,twitter.com,www.whitehouse.gov,Vacaville,America/Los_Angeles,38.3507,-121.932602,2012-03-16 15:26:24,2012-03-16 19:25:19
2805,Mozilla/5.0,iPad,direct,www.whitehouse.gov,Vacaville,America/Los_Angeles,38.3507,-121.932602,2012-03-16 15:26:24,2012-03-16 19:25:20
2807,Mozilla/4.0,Windows,t.co,www.whitehouse.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 15:26:24,2012-03-16 19:25:23
2808,Mozilla/5.0,iPad,direct,go.usa.gov,Dayton,America/New_York,39.735699,-84.064301,2012-03-16 17:02:54,2012-03-16 19:25:23
2809,Mozilla/4.0,Windows,direct,www.fda.gov,Paramus,America/New_York,40.9445,-74.07,2011-03-28 07:47:59,2012-03-16 19:25:23
2810,Mozilla/5.0,Windows,direct,www.nysdot.gov,Southlake,America/Chicago,32.951599,-97.151497,2011-10-25 17:25:56,2012-03-16 19:25:25
2811,Mozilla/5.0,Windows,direct,www.nysdot.gov,Carlsbad,America/Los_Angeles,33.115799,-117.287003,2011-10-25 17:25:56,2012-03-16 19:25:27
2813,Mozilla/5.0,Macintosh,plus.url.google.com,www.nasa.gov,Syracuse,America/New_York,43.037701,-76.139603,2012-03-16 18:34:14,2012-03-16 19:25:30
2815,Mozilla/5.0,iPad,twitter.com,www.nasa.gov,Jundia,America/Sao_Paulo,-23.1833,-46.866699,2012-03-16 14:30:47,2012-03-16 19:25:30
2818,Mozilla/5.0,Windows,t.co,neo.jpl.nasa.gov,Pietarsaari,Europe/Helsinki,63.650002,22.6833,2012-03-06 23:12:30,2012-03-16 19:25:34
2819,Mozilla/5.0,Windows,direct,www.nysdot.gov,Pearland,America/Chicago,29.544701,-95.336998,2011-10-25 17:25:56,2012-03-16 19:25:35
2820,Mozilla/5.0,Windows,direct,www.nysdot.gov,Southlake,America/Chicago,32.951599,-97.151497,2011-10-25 17:25:56,2012-03-16 19:25:34
2821,Mozilla/5.0,Windows,direct,www.nysdot.gov,Southlake,America/Chicago,32.951599,-97.151497,2011-10-25 17:25:56,2012-03-16 19:25:35
2822,Mozilla/4.0,Windows,fightbac.org,www.cdc.gov,Tacoma,America/Los_Angeles,47.198002,-122.447304,2010-12-15 14:40:29,2012-03-16 19:25:36
2823,Mozilla/4.0,Windows,www.facebook.com,apps.mhf.dod.mil,Norfolk,America/New_York,36.886101,-76.2668,2012-03-16 15:22:27,2012-03-16 19:25:37
2824,Mozilla/4.0,Windows,direct,boxer.senate.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 17:45:41,2012-03-16 19:25:41
